Chapter,QuestionID,AnswerNumber,QuestionText,AnswerText,CorrectFlag
8a,8122,2,"Dove può essere parcheggiato un veicolo con merci ADR, per il quale l'ADR richiede la sorveglianza?",Solamente nel deposito aziendale,F
8a,8122,3,"Dove può essere parcheggiato un veicolo con merci ADR, per il quale l'ADR richiede la sorveglianza?",In un parcheggio munito di sorveglianza,V
8a,8122,4,"Dove può essere parcheggiato un veicolo con merci ADR, per il quale l'ADR richiede la sorveglianza?",Non può mai essere parcheggiato,F
8a,8122,5,"Dove può essere parcheggiato un veicolo con merci ADR, per il quale l'ADR richiede la sorveglianza?","In mancanza di una migliore soluzione, anche in un parcheggio in cui il veicolo non corra il rischio di essere danneggiato da altri veicoli",V
8a,8122,6,"Dove può essere parcheggiato un veicolo con merci ADR, per il quale l'ADR richiede la sorveglianza?",All'interno di un centro abitato,F
8a,8123,1,"In caso di fermata o sosta, il conducente deve:",Spegnere il motore e chiudere il veicolo,V
8a,8123,2,"In caso di fermata o sosta, il conducente deve:",Inserire il freno di stazionamento (freno a mano),V
8a,8123,3,"In caso di fermata o sosta, il conducente deve:","Spegnere il motore, azionare il freno di stazionamento e posizionare i cunei di arresto, se il veicolo è in una strada a forte pendenza",V
8a,8123,4,"In caso di fermata o sosta, il conducente deve:","Azionare solo le 4 frecce di emergenza, se non rimane nessuno sul veicolo",F
8a,8123,5,"In caso di fermata o sosta, il conducente deve:",Lasciare aperto il veicolo per ripartire rapidamente in caso di necessità,F
8a,8123,6,"In caso di fermata o sosta, il conducente deve:","Lasciare sempre acceso il motore per tutta la durata della sosta, specialmente nei mesi freddi",F
8a,8124,1,Quali delle seguenti affermazioni circa la sosta o lo stazionamento vi sembrano corrette?,"Quando si trasportano alcune materie pericolose, le soste di servizio nei casi previsti non devono possibilmente essere effettuate nei centri abitati",V
8a,8124,2,Quali delle seguenti affermazioni circa la sosta o lo stazionamento vi sembrano corrette?,Evitare di sostare molto vicino ad altri veicoli carichi di merci pericolose,V
8a,8124,3,Quali delle seguenti affermazioni circa la sosta o lo stazionamento vi sembrano corrette?,Applicare le norme di sicurezza (security) previste dall'ADR contro ogni uso improprio delle merci pericolose (per esempio atti terroristici),V
8a,8124,4,Quali delle seguenti affermazioni circa la sosta o lo stazionamento vi sembrano corrette?,Durante il trasporto di qualsiasi merce pericolosa è vietato effettuare le soste per necessità di servizio nei centri abitati,F
8a,8124,5,Quali delle seguenti affermazioni circa la sosta o lo stazionamento vi sembrano corrette?,In caso di guasto abbandonare il veicolo ed andare alla ricerca di soccorso,F
8a,8124,6,Quali delle seguenti affermazioni circa la sosta o lo stazionamento vi sembrano corrette?,"Durante il trasporto di merci pericolose di tutte le classi ADR, le soste sono ammesse soltanto nei piazzali del mittente e del destinatario",F
8a,8125,1,Durante un trasporto su strada di materie pericolose ADR …,Se è previsto l'attraversamento di gallerie il conducente deve conoscere ed applicare anche le speciali prescrizioni emanate,V
8a,8125,2,Durante un trasporto su strada di materie pericolose ADR …,Non si devono rispettare gli eventuali divieti di attraversamento delle gallerie quando si viaggia di notte,F
8a,8125,3,Durante un trasporto su strada di materie pericolose ADR …,Basta pagare un pedaggio con maggiorazione ADR per essere autorizzati ad attraversare tutte le gallerie che si trovano sul percorso,F
8a,8125,4,Durante un trasporto su strada di materie pericolose ADR …,L'attraversamento delle gallerie è regolato da precise disposizioni di sicurezza specifiche per il trasporto di merci pericolose,V
8a,8125,5,Durante un trasporto su strada di materie pericolose ADR …,Le disposizioni sull'attraversamento delle gallerie riguardano soltanto i trasporti internazionali,F
8a,8126,1,Per il transito delle merci pericolose nelle gallerie,Ci possono essere limitazioni,V
8a,8126,2,Per il transito delle merci pericolose nelle gallerie,Non ci sono mai limitazioni,F
8a,8126,3,Per il transito delle merci pericolose nelle gallerie,Eventuali limitazioni sono applicabili solo nei giorni festivi,F
8a,8126,4,Per il transito delle merci pericolose nelle gallerie,Eventuali limitazioni sono applicabili solo dall'alba al tramonto,F
8a,8127,1,Quando si accede all'ingresso di uno stabilimento per caricare o scaricare merci pericolose,Il documento identificativo richiesto deve essere completo di foto,V
8a,8127,2,Quando si accede all'ingresso di uno stabilimento per caricare o scaricare merci pericolose,Non c'è obbligo di esibire un documento identificativo completo di foto,F
8a,8127,3,Quando si accede all'ingresso di uno stabilimento per caricare o scaricare merci pericolose,È sufficiente indicare sul registro di ingresso la propria identità,F
8a,8128,1,"Con riferimento all'ADR, il transito dei veicoli nelle gallerie",Può essere regolato da limitazioni o divieti,V
8a,8128,2,"Con riferimento all'ADR, il transito dei veicoli nelle gallerie",Non è mai soggetto ad alcuna regolamentazione di questo tipo,F
8a,8128,3,"Con riferimento all'ADR, il transito dei veicoli nelle gallerie","In presenza di limitazioni, richiede una apposita segnaletica stradale per deviazioni del percorso",V
8a,8128,4,"Con riferimento all'ADR, il transito dei veicoli nelle gallerie",È sempre vietato nel caso di trasporto di esplosivi,F
8a,8128,5,"Con riferimento all'ADR, il transito dei veicoli nelle gallerie",Prevede l'attribuzione alle gallerie di categorie in funzione delle merci pericolose a cui si applica la restrizione,V
8a,8128,6,"Con riferimento all'ADR, il transito dei veicoli nelle gallerie",È vietato solo nel caso di trasporto di merci pericolose con veicoli-cisterna,F
8a,8129,1,"Quali delle seguenti affermazioni, circa i comportamenti del conducente durante il trasporto di merci pericolose, sono corrette?",È vietato al conducente di aprire un collo contenente merci pericolose,V
8a,8129,2,"Quali delle seguenti affermazioni, circa i comportamenti del conducente durante il trasporto di merci pericolose, sono corrette?",I membri dell’equipaggio del veicolo devono essere informati sull’uso dei mezzi di estinzione incendio,V
8a,8129,3,"Quali delle seguenti affermazioni, circa i comportamenti del conducente durante il trasporto di merci pericolose, sono corrette?",È permesso trasportare passeggeri nelle unità di trasporto che trasportano merci pericolose,F
8a,8129,4,"Quali delle seguenti affermazioni, circa i comportamenti del conducente durante il trasporto di merci pericolose, sono corrette?",È permesso utilizzare anche lampade non antiscintilla per il controllo del vano di carico,F
8a,8129,5,"Quali delle seguenti affermazioni, circa i comportamenti del conducente durante il trasporto di merci pericolose, sono corrette?",Salvo quando l’utilizzo del motore è necessario per il funzionamento di pompe o di altri meccanismi per il carico o lo scarico del veicolo il motore deve essere spento durante le operazioni di carico e di scarico.,V
8a,8129,6,"Quali delle seguenti affermazioni, circa i comportamenti del conducente durante il trasporto di merci pericolose, sono corrette?",È permesso fumare vicino al veicolo solo se il motore è stato spento,F
8b,,1,Le istruzioni scritte:,Sono fornite dallo speditore al conducente,F
8b,,2,Le istruzioni scritte:,Contengono notizie utili riguardanti l'itinerario e le soste da effettuare nel corso del viaggio,F
8b,,3,Le istruzioni scritte:,Sono consegnate dal trasportatore al conducente,V
8b,,4,Le istruzioni scritte:,"Devono essere nella lingua dei Paesi di partenza, transito e destino",F
8b,,5,Le istruzioni scritte:,Devono essere scritte in una lingua conosciuta dal conducente,V
8b,,6,Le istruzioni scritte:,Devono contenere il nome commerciale e la massima quantità di materia che può essere caricata sull'unità di trasporto per garantire il viaggio in tutta sicurezza,F
8b,,7,Le istruzioni scritte:,"Devono essere, oltre che nella lingua del conducente, almeno in inglese o francese",F
8b,,8,Le istruzioni scritte:,"Sono unificate in un unico modello, per tutte le merci pericolose, su quattro pagine",V
8b,8202,1,"Le tre informazioni più importanti da comunicare telefonicamente alle Autorità, in caso d'incidente sono:",Luogo o località dell'incidente + nome della materia trasportata + feriti (se ve ne sono) e proporzioni dell'incidente,V
8b,8202,2,"Le tre informazioni più importanti da comunicare telefonicamente alle Autorità, in caso d'incidente sono:",Luogo o località dell'incidente + i nominativi di tutte le persone coinvolte nell'incidente + la marca dei veicoli coinvolti,F
8b,8202,3,"Le tre informazioni più importanti da comunicare telefonicamente alle Autorità, in caso d'incidente sono:",Luogo o località dell'incidente + data dell'ultima revisione del veicolo + la data della scadenza della polizza assicurativa,F
8b,8202,4,"Le tre informazioni più importanti da comunicare telefonicamente alle Autorità, in caso d'incidente sono:",Indirizzo dell'incidente + nome e/o numero ONU della materia trasportata + feriti (se ve ne sono) e proporzioni dell'incidente,V
8b,8203,1,Le istruzioni scritte:,Devono dare informazioni di comportamento sui rischi connessi al carico,V
8b,8203,2,Le istruzioni scritte:,"Devono obbligatoriamente accompagnare qualunque trasporto di merci pericolose, anche nel caso di trasporto in quantità limitate",F
8b,8203,3,Le istruzioni scritte:,Vanno tenute in cabina,V
8b,8203,4,Le istruzioni scritte:,Sono contenute in una scheda di una pagina,F
8b,8203,5,Le istruzioni scritte:,"Sono contenute in schede diverse, rispettivamente se il trasporto è con veicoli-cisterna o con veicoli cassonati",F
8b,8203,6,Le istruzioni scritte:,Devono essere lette dal conducente soltanto in caso di emergenza,F
8b,8203,7,Le istruzioni scritte:,Devono essere fornite dal trasportatore al conducente che deve prendere conoscenza delle informazioni prima di iniziare il viaggio,V
8b,8204,1,"In caso d'incidente, quali dei seguenti documenti devono essere consegnati alle autorità di soccorso da parte del conducente?",La carta verde del veicolo e la relativa assicurazione,F
8b,8204,2,"In caso d'incidente, quali dei seguenti documenti devono essere consegnati alle autorità di soccorso da parte del conducente?",Il CFP ADR,F
8b,8204,3,"In caso d'incidente, quali dei seguenti documenti devono essere consegnati alle autorità di soccorso da parte del conducente?",Le istruzioni scritte,V
8b,8204,4,"In caso d'incidente, quali dei seguenti documenti devono essere consegnati alle autorità di soccorso da parte del conducente?",La lettera di vettura (CMR) in caso di trasporto internazionale,V
8b,8204,5,"In caso d'incidente, quali dei seguenti documenti devono essere consegnati alle autorità di soccorso da parte del conducente?",La Carta di Qualificazione del Conducente (CQC),F
8b,8204,6,"In caso d'incidente, quali dei seguenti documenti devono essere consegnati alle autorità di soccorso da parte del conducente?",Il documento di trasporto ADR,V
8b,8205,1,Le istruzioni scritte:,"Possono prevedere che in caso di piccole perdite il conducente, con terra, sabbia o altro impedisca il deflusso in fogne, tombini o corsi d'acqua",V
8b,8205,2,Le istruzioni scritte:,Consentono al conducente di conoscere nel dettaglio gli equipaggiamenti di protezione da indossare,V
8b,8205,3,Le istruzioni scritte:,"Devono essere tenute a portata di mano, per le informazioni telefoniche o per la consegna alle autorità di soccorso",V
8b,8205,4,Le istruzioni scritte:,Forniscono al conducente informazioni utili circa il transito dei tunnel alpini,F
8b,8205,5,Le istruzioni scritte:,Devono essere consultate soltanto quando è accaduto un incidente,F
8b,8205,6,Le istruzioni scritte:,Possono essere richieste all'occorrenza via fax,F
8b,8206,1,"Le ""istruzioni scritte"":","Devono contenere denominazione, classe e n. d'identificazione (n° ONU) della materia pericolosa (se ricorre il caso)",F
8b,8206,2,"Le ""istruzioni scritte"":",Contengono tutte le etichette di pericolo ADR,V
8b,8206,3,"Le ""istruzioni scritte"":",Devono essere consultate dai membri dell'equipaggio prima di iniziare il trasporto,V
8b,8206,4,"Le ""istruzioni scritte"":","In caso di trasporto internazionale, devono essere scritte soltanto nella lingua dei paesi di partenza e destino",F
8b,8206,5,"Le ""istruzioni scritte"":",Sono obbligatorie solo per i trasporti internazionali,F
8b,8206,6,"Le ""istruzioni scritte"":",Sono obbligatorie soltanto per i veicoli cisterna,F
8b,8207,1,In quale documento vengono fornite le informazioni sui rischi relativi ad una merce pericolosa ed il comportamento da adottare in caso d'incidente?,"Nelle ""istruzioni scritte""",V
